trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
64,False,"{'a': 0.1, 'e': 0.6799999999999997}",20,0,-8.757956019189377,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
65,False,"{'a': 0.1, 'e': 0.6749999999999997}",25,0,-163.19794768035177,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
66,False,"{'a': 0.1, 'e': 0.6699999999999997}",20,0,-31.937870193834875,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
67,False,"{'a': 0.1, 'e': 0.6649999999999997}",20,14,-10.057084190564794,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
68,False,"{'a': 0.1, 'e': 0.6599999999999997}",20,6,-6.422719651311779,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
69,False,"{'a': 0.1, 'e': 0.6549999999999997}",25,0,-26.330131126541026,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
70,False,"{'a': 0.1, 'e': 0.6499999999999997}",20,5,-12.625106933641135,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
71,False,"{'a': 0.1, 'e': 0.6449999999999997}",30,0,-4.129650719693588,"{0: 25, 1: 4, 2: 1, 3: 0, 4: 0}",0
72,False,"{'a': 0.1, 'e': 0.6399999999999997}",35,0,-103.71131529071226,"{0: 28, 1: 1, 2: 3, 3: 1, 4: 2}",0
73,False,"{'a': 0.1, 'e': 0.6349999999999997}",20,0,-46.01577632903779,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
74,False,"{'a': 0.1, 'e': 0.6299999999999997}",20,0,-36.55153326449502,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
75,False,"{'a': 0.1, 'e': 0.6249999999999997}",30,4,-133.7926180051467,"{0: 15, 1: 1, 2: 7, 3: 2, 4: 1}",1
76,False,"{'a': 0.1, 'e': 0.6199999999999997}",20,0,-177.25943857145978,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 4}",0
77,False,"{'a': 0.1, 'e': 0.6149999999999997}",20,2,13.967980233922026,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
78,False,"{'a': 0.1, 'e': 0.6099999999999997}",25,0,-119.28379645442857,"{0: 13, 1: 4, 2: 6, 3: 1, 4: 1}",0
79,False,"{'a': 0.1, 'e': 0.6049999999999996}",25,18,0.6272428245113086,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
80,False,"{'a': 0.1, 'e': 0.5999999999999996}",25,0,-85.28898227904595,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
81,False,"{'a': 0.1, 'e': 0.5949999999999996}",25,0,-49.499512277405714,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
82,False,"{'a': 0.1, 'e': 0.5899999999999996}",20,4,-88.79502641023389,"{0: 10, 1: 0, 2: 4, 3: 1, 4: 1}",1
83,False,"{'a': 0.1, 'e': 0.5849999999999996}",20,0,-19.146431526574986,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
84,False,"{'a': 0.1, 'e': 0.5799999999999996}",25,0,-106.52987756731822,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
85,False,"{'a': 0.1, 'e': 0.5749999999999996}",30,0,-211.57044413270037,"{0: 17, 1: 3, 2: 4, 3: 3, 4: 3}",0
86,False,"{'a': 0.1, 'e': 0.5699999999999996}",25,0,-112.59628192765989,"{0: 19, 1: 1, 2: 1, 3: 2, 4: 2}",1
87,False,"{'a': 0.1, 'e': 0.5649999999999996}",25,12,-21.661224110612217,"{0: 11, 1: 0, 2: 0, 3: 2, 4: 0}",1
88,False,"{'a': 0.1, 'e': 0.5599999999999996}",20,5,-29.154565732907965,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 1}",1
89,False,"{'a': 0.1, 'e': 0.5549999999999996}",25,0,-25.059024621930437,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
90,False,"{'a': 0.1, 'e': 0.5499999999999996}",20,2,-55.31486633605306,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 0}",1
91,False,"{'a': 0.1, 'e': 0.5449999999999996}",25,13,-38.78201776719983,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
92,False,"{'a': 0.1, 'e': 0.5399999999999996}",20,12,1.1400869758963823,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.1, 'e': 0.5349999999999996}",20,0,-74.64868769446943,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
94,False,"{'a': 0.1, 'e': 0.5299999999999996}",30,5,-35.81698974114699,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",1
95,False,"{'a': 0.1, 'e': 0.5249999999999996}",20,10,-9.743442272286302,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
96,False,"{'a': 0.1, 'e': 0.5199999999999996}",25,7,-25.575573010389764,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
97,False,"{'a': 0.1, 'e': 0.5149999999999996}",20,0,-42.53656628669347,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",1
98,False,"{'a': 0.1, 'e': 0.5099999999999996}",25,0,-57.42128139321831,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
99,False,"{'a': 0.1, 'e': 0.5049999999999996}",20,0,-107.59732683184264,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
100,False,"{'a': 0.1, 'e': 0.49999999999999956}",20,14,-31.11316755955093,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
101,False,"{'a': 0.1, 'e': 0.49499999999999955}",20,0,-61.07746342131288,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
102,False,"{'a': 0.1, 'e': 0.48999999999999955}",30,19,-20.279961100796655,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
103,False,"{'a': 0.1, 'e': 0.48499999999999954}",30,15,-29.290534566670438,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
104,False,"{'a': 0.1, 'e': 0.47999999999999954}",25,0,-51.942422497917626,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
105,False,"{'a': 0.1, 'e': 0.47499999999999953}",20,8,10.693492371315177,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
106,False,"{'a': 0.1, 'e': 0.46999999999999953}",20,0,-26.51340923177667,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
107,False,"{'a': 0.1, 'e': 0.4649999999999995}",30,14,-9.291850461018441,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 0}",1
108,False,"{'a': 0.1, 'e': 0.4599999999999995}",20,0,-6.289648464437667,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
109,False,"{'a': 0.1, 'e': 0.4549999999999995}",20,4,2.546723297450537,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
110,False,"{'a': 0.1, 'e': 0.4499999999999995}",20,0,-7.493406679831694,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
111,False,"{'a': 0.1, 'e': 0.4449999999999995}",25,8,19.95042747901518,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.1, 'e': 0.4399999999999995}",20,13,3.1899821255566256,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
113,False,"{'a': 0.1, 'e': 0.4349999999999995}",20,6,8.222737145934266,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
114,False,"{'a': 0.1, 'e': 0.4299999999999995}",30,20,7.388492621654391,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
115,False,"{'a': 0.1, 'e': 0.4249999999999995}",30,0,-20.040921302635056,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",0
116,False,"{'a': 0.1, 'e': 0.4199999999999995}",20,10,-6.3634068894031595,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
117,False,"{'a': 0.1, 'e': 0.4149999999999995}",20,0,-20.085348177836117,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
118,False,"{'a': 0.1, 'e': 0.4099999999999995}",25,12,3.9032872972698254,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
119,False,"{'a': 0.1, 'e': 0.40499999999999947}",25,2,-45.67677992107771,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 1}",1
120,False,"{'a': 0.1, 'e': 0.39999999999999947}",20,2,-18.50421090443439,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
121,False,"{'a': 0.1, 'e': 0.39499999999999946}",20,0,-14.113939387177226,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
122,False,"{'a': 0.1, 'e': 0.38999999999999946}",30,0,-105.71594025853582,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 2}",0
123,False,"{'a': 0.1, 'e': 0.38499999999999945}",20,12,2.4009880786223654,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
124,False,"{'a': 0.1, 'e': 0.37999999999999945}",20,0,-67.15828903671321,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
125,False,"{'a': 0.1, 'e': 0.37499999999999944}",25,15,-34.07511228685256,"{0: 6, 1: 1, 2: 2, 3: 1, 4: 0}",1
126,False,"{'a': 0.1, 'e': 0.36999999999999944}",25,0,-26.58629159578202,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
127,False,"{'a': 0.1, 'e': 0.36499999999999944}",35,0,-39.247694502033916,"{0: 33, 1: 0, 2: 0, 3: 0, 4: 2}",0
128,False,"{'a': 0.1, 'e': 0.35999999999999943}",20,11,-4.001742636460186,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
129,False,"{'a': 0.1, 'e': 0.3549999999999994}",20,10,0.9762424421680689,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
130,False,"{'a': 0.1, 'e': 0.3499999999999994}",20,0,-35.27203627324289,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
131,False,"{'a': 0.1, 'e': 0.3449999999999994}",25,17,0.7783748449203418,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
132,False,"{'a': 0.1, 'e': 0.3399999999999994}",25,0,4.077796093685381,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
133,False,"{'a': 0.1, 'e': 0.3349999999999994}",30,9,-10.281017738796749,"{0: 16, 1: 3, 2: 2, 3: 0, 4: 0}",1
134,False,"{'a': 0.1, 'e': 0.3299999999999994}",20,0,-61.5154114456211,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
135,False,"{'a': 0.1, 'e': 0.3249999999999994}",25,14,10.739273123473897,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
136,False,"{'a': 0.1, 'e': 0.3199999999999994}",30,9,15.965376901683136,"{0: 18, 1: 3, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.1, 'e': 0.3149999999999994}",30,0,-30.15794821914471,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",0
138,False,"{'a': 0.1, 'e': 0.3099999999999994}",20,0,-7.29877383508306,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
139,False,"{'a': 0.1, 'e': 0.3049999999999994}",30,15,-61.24318150009646,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 2}",1
140,False,"{'a': 0.1, 'e': 0.2999999999999994}",25,2,-40.663096568969465,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 1}",1
141,False,"{'a': 0.1, 'e': 0.2949999999999994}",25,0,-92.83220757940936,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 3}",0
142,False,"{'a': 0.1, 'e': 0.28999999999999937}",20,3,-35.326461124328254,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
143,False,"{'a': 0.1, 'e': 0.28499999999999936}",20,0,-17.21064777371116,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
144,False,"{'a': 0.1, 'e': 0.27999999999999936}",25,16,13.476831929446252,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.1, 'e': 0.27499999999999936}",25,0,-19.702322626871425,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
146,False,"{'a': 0.1, 'e': 0.26999999999999935}",20,6,19.888248879028062,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.1, 'e': 0.26499999999999935}",20,0,-30.048503610942245,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
148,False,"{'a': 0.1, 'e': 0.25999999999999934}",30,3,-31.17568919729334,"{0: 25, 1: 0, 2: 0, 3: 1, 4: 1}",1
149,False,"{'a': 0.1, 'e': 0.25499999999999934}",20,0,-9.105352896280191,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
150,False,"{'a': 0.1, 'e': 0.24999999999999933}",25,19,11.879681426634663,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.1, 'e': 0.24499999999999933}",20,13,3.694679898297148,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.1, 'e': 0.23999999999999932}",20,0,-47.141831473327926,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
153,False,"{'a': 0.1, 'e': 0.23499999999999932}",25,13,-11.40498082721561,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
154,False,"{'a': 0.1, 'e': 0.22999999999999932}",20,0,-14.713345912080346,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
155,False,"{'a': 0.1, 'e': 0.2249999999999993}",25,0,31.530534521604586,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
156,False,"{'a': 0.1, 'e': 0.2199999999999993}",25,0,38.68837875223325,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
157,False,"{'a': 0.1, 'e': 0.2149999999999993}",25,1,-71.02580303164542,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 1}",1
158,False,"{'a': 0.1, 'e': 0.2099999999999993}",25,12,11.418612961767533,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.1, 'e': 0.2049999999999993}",25,15,17.841372706266313,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.1, 'e': 0.1999999999999993}",20,10,-3.5741894491193253,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
161,False,"{'a': 0.1, 'e': 0.19499999999999929}",20,11,17.81359192409664,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.1, 'e': 0.18999999999999928}",20,0,8.926636344838018,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
163,False,"{'a': 0.1, 'e': 0.18499999999999928}",30,10,-18.84300194573025,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
164,False,"{'a': 0.1, 'e': 0.17999999999999927}",20,7,10.782470659222142,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
165,False,"{'a': 0.1, 'e': 0.17499999999999927}",20,9,9.944658499250021,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.1, 'e': 0.16999999999999926}",20,0,-75.14428945176911,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
167,False,"{'a': 0.1, 'e': 0.16499999999999926}",25,12,-31.91483335980115,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
168,False,"{'a': 0.1, 'e': 0.15999999999999925}",25,3,21.622604801286844,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
169,False,"{'a': 0.1, 'e': 0.15499999999999925}",30,19,18.17673860786521,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.1, 'e': 0.14999999999999925}",35,19,17.732032554093156,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
171,False,"{'a': 0.1, 'e': 0.14499999999999924}",20,0,29.819768610847426,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
172,False,"{'a': 0.1, 'e': 0.13999999999999924}",30,2,-22.724421884800464,"{0: 25, 1: 0, 2: 2, 3: 0, 4: 1}",1
173,False,"{'a': 0.1, 'e': 0.13499999999999923}",25,0,28.576785921742513,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
174,False,"{'a': 0.1, 'e': 0.12999999999999923}",25,17,14.404274078545654,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.1, 'e': 0.12499999999999922}",30,18,12.326869137346048,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
176,False,"{'a': 0.1, 'e': 0.11999999999999922}",25,14,-6.012771784442915,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
177,False,"{'a': 0.1, 'e': 0.11499999999999921}",20,6,-25.398944671033714,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
178,False,"{'a': 0.1, 'e': 0.10999999999999921}",20,15,-0.5187472373469966,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.1, 'e': 0.1049999999999992}",25,5,-39.88872052736678,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
180,False,"{'a': 0.1, 'e': 0.0999999999999992}",20,12,8.048621895724416,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.1, 'e': 0.0949999999999992}",20,6,-19.38021805439401,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
182,False,"{'a': 0.1, 'e': 0.08999999999999919}",20,12,15.546866430252788,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.1, 'e': 0.08499999999999919}",20,9,18.643825466090714,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.1, 'e': 0.07999999999999918}",25,20,8.000242505130295,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
