trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.1, 'e': 0.9048374180359595}",25,0,-123.83181902466869,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
2,False,"{'a': 0.1, 'e': 0.8187307530779818}",25,0,-170.29232055325477,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
3,False,"{'a': 0.1, 'e': 0.7408182206817179}",20,0,-40.71977244608353,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
4,False,"{'a': 0.1, 'e': 0.6703200460356393}",25,0,-116.5299229307705,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
5,False,"{'a': 0.1, 'e': 0.6065306597126334}",25,0,-143.5728134433798,"{0: 12, 1: 2, 2: 9, 3: 1, 4: 1}",0
6,False,"{'a': 0.1, 'e': 0.5488116360940264}",30,0,-216.77602500082125,"{0: 16, 1: 4, 2: 5, 3: 2, 4: 3}",0
7,False,"{'a': 0.1, 'e': 0.49658530379140947}",25,0,-116.5025636874598,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 3}",0
8,False,"{'a': 0.1, 'e': 0.44932896411722156}",25,0,-162.855573269521,"{0: 17, 1: 2, 2: 1, 3: 2, 4: 3}",0
9,False,"{'a': 0.1, 'e': 0.4065696597405991}",20,0,-87.64030610953132,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
10,False,"{'a': 0.1, 'e': 0.36787944117144233}",30,0,-131.49099688074952,"{0: 23, 1: 2, 2: 1, 3: 1, 4: 3}",0
11,False,"{'a': 0.1, 'e': 0.33287108369807955}",25,0,-51.61488722721773,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
12,False,"{'a': 0.1, 'e': 0.301194211912202}",20,0,-72.95679383099693,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
13,False,"{'a': 0.1, 'e': 0.2725317930340126}",30,0,-89.04195707797763,"{0: 25, 1: 0, 2: 2, 3: 1, 4: 2}",0
14,False,"{'a': 0.1, 'e': 0.24659696394160643}",20,0,-2.1247247443380286,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
15,False,"{'a': 0.1, 'e': 0.22313016014842982}",25,0,-49.66934405071639,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
16,False,"{'a': 0.1, 'e': 0.20189651799465538}",20,0,-84.90899278018276,"{0: 15, 1: 1, 2: 0, 3: 3, 4: 1}",0
17,False,"{'a': 0.1, 'e': 0.1826835240527346}",20,0,-86.46599151858061,"{0: 13, 1: 3, 2: 1, 3: 2, 4: 1}",0
18,False,"{'a': 0.1, 'e': 0.16529888822158653}",20,0,12.922810895238003,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
19,False,"{'a': 0.1, 'e': 0.14956861922263504}",20,0,-36.442136364752514,"{0: 15, 1: 3, 2: 0, 3: 2, 4: 0}",0
20,False,"{'a': 0.1, 'e': 0.1353352832366127}",20,0,-29.271392931753777,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
21,False,"{'a': 0.1, 'e': 0.1224564282529819}",25,0,-65.57553514559399,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
22,False,"{'a': 0.1, 'e': 0.11080315836233387}",35,7,-75.61202698473643,"{0: 21, 1: 1, 2: 4, 3: 1, 4: 1}",1
