trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.1, 'e': 0.9048374180359595}",30,22,-0.7593797811133616,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2,False,"{'a': 0.1, 'e': 0.8187307530779818}",20,0,-100.62584457179966,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
3,False,"{'a': 0.1, 'e': 0.7408182206817179}",20,0,-67.96793682644405,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
4,False,"{'a': 0.1, 'e': 0.6703200460356393}",30,0,-140.42711071490243,"{0: 22, 1: 3, 2: 1, 3: 1, 4: 3}",0
5,False,"{'a': 0.1, 'e': 0.6065306597126334}",20,0,-76.35037788324895,"{0: 9, 1: 6, 2: 4, 3: 1, 4: 0}",0
6,False,"{'a': 0.1, 'e': 0.5488116360940264}",20,0,-40.28382406096251,"{0: 15, 1: 4, 2: 0, 3: 0, 4: 1}",0
7,False,"{'a': 0.1, 'e': 0.49658530379140947}",30,0,-196.93762230352644,"{0: 18, 1: 0, 2: 6, 3: 4, 4: 2}",0
8,False,"{'a': 0.1, 'e': 0.44932896411722156}",25,0,-110.23778543667974,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 3}",0
9,False,"{'a': 0.1, 'e': 0.4065696597405991}",25,0,-75.72569794938633,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
10,False,"{'a': 0.1, 'e': 0.36787944117144233}",20,0,-70.69958322225422,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
11,False,"{'a': 0.1, 'e': 0.33287108369807955}",30,0,-228.5045863344464,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 5}",0
12,False,"{'a': 0.1, 'e': 0.301194211912202}",30,0,-92.63058793234595,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
13,False,"{'a': 0.1, 'e': 0.2725317930340126}",30,0,-54.90799486198115,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
14,False,"{'a': 0.1, 'e': 0.24659696394160643}",25,0,-114.5814023207025,"{0: 19, 1: 1, 2: 1, 3: 2, 4: 2}",0
15,False,"{'a': 0.1, 'e': 0.22313016014842982}",20,0,5.430342050002079,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
16,False,"{'a': 0.1, 'e': 0.20189651799465538}",30,3,-15.014426862668333,"{0: 24, 1: 0, 2: 1, 3: 2, 4: 0}",1
17,False,"{'a': 0.1, 'e': 0.1826835240527346}",30,0,-55.54914178259418,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",0
